Title,Link,Description,Tags
Rehabilitation of Cured Leprosy Persons: Marriage Incentives & Support,https://www.myscheme.gov.in/schemes/rclpmis,The scheme is designed to assist Cured Leprosy Persons who face social and economic challenges in arranging marriages for their daughters.,"Leprosy Persons, Rehabilitation, Marriage, Daughter, Girl, Women"
Reimbursement of College Fees for Scheduled Caste Students in Professional Colleges (Top 20),https://www.myscheme.gov.in/schemes/rcfscspc,"Through this scheme, reimbursement of tuition fees and examination fees is facilitated for students who have achieved marks above 75% in the Higher Secondary Course Examination and secured a place in the 'Top 20' Rank. The scheme aims to alleviate the financial burden on eligible students.","College, Fees, Reimbursement, Scheduled Caste, Tuition"
Rehabilitation Assistance- Haryana Silicosis Board,https://www.myscheme.gov.in/schemes/ra-hsb,"Under this scheme, silicosis-affected workers confirmed by the Silicosis Diagnosis Board will receive a one-time assistance of ₹5,00,000. If the worker dies before receiving the assistance, the amount will be payable to the widow or widower if married, or to one of the living parents if unmarried.","Rehabilitation, Silicosis, Financial Assistance, Labour, Worker, Widow, Widower"
Reimbursement of Tuition Fees for Typewriting and Shorthand Courses for Children of Widows,https://www.myscheme.gov.in/schemes/rtftsccw,"“Reimbursement of Tuition Fees for Typewriting and Shorthand Courses for Children of Widows” by the Dept of Women & Child Development, Govt of Pondicherry, was introduced to encourage the children of widows to pursue Typewriting and Shorthand courses and facilitate the reimbursement of course fees.","Widow, Child, Education, Student, Reimbursement"
"Relief During Natural Calamities Such as Cyclone, Flood or Fire (Sainik Welfare)",https://www.myscheme.gov.in/schemes/rdnccff-sw,"""Relief During Natural Calamities Such as Cyclone, Flood or Fire"" is a Welfare Scheme by the Armed Forces Flag Day Fund of the Dept of Sainik Welfare, Puducherry. Through this scheme, up to ₹40,000/- is provided to the registered ESM / Widows/Dependents of ESM as a relief during natural calamities.","Calamity, Disaster, Relief, Ex-Serviceman, Widow, Dependent"
Relief to the Unregistered Workers,https://www.myscheme.gov.in/schemes/rttuw,"The ""Relief to the Unregistered Workers"" scheme was launched by the Telangana Building & Other Construction Workers Welfare Board, LET&F Dept. Telangana aimed to provide financial assistance to the dependents of unregistered building & construction workers who die in accidents at construction sites.","Financial Assistance, Disabilitiy, Disease, Unregistered Worker"
Relief under Natural Calamity / Pandemic Period (PBAOCWWB),https://www.myscheme.gov.in/schemes/runcpp-pbaocwwb,"The Board provides financial assistance of ₹ 2,000/- to the registered worker as a relief during a natural calamity/pandemic. The amount is credited through Direct Benefit Transfer (DBT) into the bank account of the registered construction worker. The applications are accepted offline.","Pandemic, Calamity, Disaster, Financial Assistance, Relief"
Rental Housing Scheme,https://www.myscheme.gov.in/schemes/rhs,"The scheme aims to provide rental housing to individuals and families from lower and middle-income groups, address housing shortages, prevent unauthorized settlements, and promote orderly urban development. It benefits Grade Third and Grade Fourth employees and eligible non-government individuals.","Housing, Shelter, Accomodation, Flats, Construction"
Relief and Rehabilitation Assistance to Sri Lankan Refugees in the Refugee Camps,https://www.myscheme.gov.in/schemes/rraslrrc,"The scheme provides relief materials, which among other things include Feeding Charges, Subsidized Rice, Clothing Materials, Utensils, Transportation Charges (on arrival), Porterage and Transport (on repatriation), Cash Doles, Infrastructure Facilities (at camps), Electricity, Drinking Water, etc.","Refugee, Rehabilitation, Shelter, Security, Food"
Retrofitted Petrol Scooters - Tamil Nadu,https://www.myscheme.gov.in/schemes/rpsbwodapd,"The 'Retrofitted Petrol Scooters by Welfare of Differently Abled Persons Department' scheme was launched by the Department for the Welfare of Differently Abled Persons, Govt. of Tamil Nadu. The scheme aims to provide a retrofitted petrol scooter to orthopedically differently-abled persons.","Differently Abled Person, Social Welfare, Scooter, Orthopedically, Student, Employed"
Retirement Relief in Quitting Service for the Construction Workers,https://www.myscheme.gov.in/schemes/rriqsftcw,"The ""Retirement Relief in Quitting Service for the Construction Workers'' by the BOCW Welfare Board, Labour Department,  U.T. Administration of DNH & DD, is a welfare scheme that provides a certain amount to the eligible registered worker on quitting service after attaining age of 60 years.","Labour, Building Worker, Construction Worker, Retirement"
Residential School For Blinds,https://www.myscheme.gov.in/schemes/rsb,"The ""Residential School for Blinds"" have been established by the Social Welfare Department, Govt. of Jammu and Kashmir for the protection, welfare, and education of the Blind. The school is located at Roop Nagar, near Fire Brigade Office, Muthi, Jammu, 180013. The intake capacity is 50 inmates.","Shelter, Person With Disability, Child, Blind, School"
Rupashree Prakalpa,https://www.myscheme.gov.in/schemes/wbrupashree,"The scheme aims to mitigate the financial difficulties faced by poor families in bearing the expenses of their daughters’ marriages. Under this scheme, a one-time financial grant of ₹25,000/- is provided to economically stressed families at the time of their adult daughters’ marriages.","Poor Families, Daughter, Marriage Assistance"
SMILE - Comprehensive Rehabilitation For Welfare Of Transgender Persons – Skill Development And Training,https://www.myscheme.gov.in/schemes/smile-skill-and-training,The scheme aims to provide employment opportunities to the person belonging to transgender person community by providing them market-oriented skills.,"Transgender, Skill Developemnt, Training"
Sabooj Sathi,https://www.myscheme.gov.in/schemes/wbsaboojsathi,"The Sabooj Sathi Scheme is a student welfare initiative launched by the government of West Bengal, India, to provide bicycles to students in the state. Under the scheme, bicycles are distributed free of cost to students studying in government and government-aided schools from classes IX to XII.","Sabooj Sathi Scheme West Bengal Government, Student Welfare, Bicycles Distribution, Empowerment, Social Inclusion, Free Transportation, Sustainable Development"
Promoting Registration for the Construction Workers,https://www.myscheme.gov.in/schemes/prftcw,"The ""Promoting Registration for the Construction Workers'' by the BOCW Welfare Board, Labour Department, U.T. of DNH & DD, is a welfare scheme that provides sleeping mat/ blanket/ mosquito net to registered construction workers, in order to encourage construction workers to register with the Board.","Labour, Building Worker, Construction Worker"
Prosthetic Aid and Appliances for Person with Disabilities,https://www.myscheme.gov.in/schemes/paapwd,"Under this scheme, a Person with Disabilities with 40% or more disability is given relief in his/her disability as well as equipment for self-employment within the limit of ₹20,000/-. The scheme is fully funded by the state government.","Aids And Appliances, Person With Disabilities, PwD, Self-employment Equipment"
Providing Artificial Limbs and Other Appliances to Disabled BOC Workers,https://www.myscheme.gov.in/schemes/paloadbocw,The Andhra Pradesh Building & Other Construction Workers Welfare Board has launched a scheme to provide artificial limbs & other appliances to registered disabled construction workers. The scheme also covers the replacement of limbs every three years based on the workers' needs.,"Artificial Limbs, Person With Disability, Fabricated Appliances, Construction Worker"
Prosthetic Aid Scheme,https://www.myscheme.gov.in/schemes/pas,"In the ""Prosthetic Aid Scheme"", Prosthetic Aids and Artificial Appliances (Tricycles, Wheel Chairs, Crutches, Hearing Aids, and Artificial Limbs, etc) are provided to Persons with Disability (e.g. blind, deaf, orthopedically or physically handicapped) by the Social Welfare Department.","Persons With Disability, Prosthetic Aid, Social Welfare, Artificial Limb"
Providing Scholarships to Children of BOC Workers,https://www.myscheme.gov.in/schemes/pscbocw,"The Andhra Pradesh Building & Other Construction Workers Welfare Board provides scholarships to children of registered workers. The scheme covers up to two children per family. Students of 9th to 12th grade (Intermediate), ITI and Graduation level will receive financial assistance.","Scholarship, Children, Construction Worker, ITI"
Provision of Special Assistance for Development of Low-Cost Educational Materials (SIPDA),https://www.myscheme.gov.in/schemes/psadlce,"The scheme aims to provide financial support for the development and supply of low-cost educational materials for visually impaired students. Through this scheme, grants are provided to implementing agencies for purchasing and producing assistive learning devices.","Visually Impaired Student, Education, Braille Press, Digital Book Production"
Purchase/Construction of House for the Construction Workers,https://www.myscheme.gov.in/schemes/pchcw,"The ""Purchase/Construction of House for the Construction Workers"" by the Delhi Building and Other Construction Workers Welfare Board is a welfare scheme for its registered workers. An advance amount of ₹3,00,000/- to ₹5,00,000/- is provided for the purchase/construction of a house.","Construction, Worker, Financial Assistance, Labour"
RMEWF- Financial Assistance to Orphan Children of ESM,https://www.myscheme.gov.in/schemes/rmewf-faocesm,"Under this scheme, ₹3,000 per month (paid annually) is provided to eligible orphan children of ex-servicemen for educational and settlement support.","Financial Assistance, Orphan, Children, Ex-servicemen"
